D,31,338,1203
D,32,332,1223
D,33,326,1243
D,34,319,1263
D,35,311,1283
D,36,303,1303
D,37,294,1323
D,38,284,1343
D,39,274,1363
D,40,264,1383
D,41,252,1403
D,42,241,1423
E,1,268,507
E,2,281,528
E,3,293,549
E,4,304,570
E,5,315,591
E,6,325,612
E,7,335,633
E,8,344,654
E,9,352,675
E,10,360,696
E,11,367,717
E,12,374,738
E,13,379,759
E,14,385,780
E,15,389,801
E,16,393,822
E,17,397,843
E,18,400,864
E,19,402,885
E,20,403,906
E,21,404,927
E,22,405,948
E,23,405,1023
E,24,404,1044
E,25,403,1065
E,26,402,1086
E,27,400,1107
E,28,397,1128
E,29,393,1149
E,30,389,1170
E,31,385,1191
E,32,379,1212
E,33,374,1233
E,34,367,1254
E,35,360,1275
E,36,352,1296
E,37,344,1317
E,38,335,1338
E,39,325,1359
E,40,315,1380
E,41,304,1401
E,42,293,1422
E,43,281,1443
E,44,268,1464
F,1,398,684
F,2,406,706
F,3,413,728
F,4,419,750
F,5,424,772
F,6,429,794
F,7,433,816
F,8,437,838
F,9,439,860
F,10,442,882
F,11,443,904
F,12,444,926
F,13,445,948
F,20,445,1023
F,21,444,1045
F,22,443,1067
F,23,442,1089
F,24,439,1111
F,25,437,1133
F,26,433,1155
F,27,429,1177
F,28,424,1199
F,29,419,1221
F,30,413,1243
F,31,406,1265
F,32,398,1287
G,1,432,675
G,2,440,696
G,3,448,717
G,4,455,738
G,5,461,759
G,6,466,780
G,7,471,801
G,8,475,822
G,9,479,843
G,10,481,864
G,11,484,885
G,12,485,906
G,13,486,927
G,14,487,948
G,15,487,1023
G,16,486,1044
G,17,485,1065
G,18,484,1086
G,19,481,1107
G,20,479,1128
G,21,475,1149
G,22,471,1170
G,23,466,1191
G,24,461,1212
G,25,455,1233
G,26,448,1254
G,27,440,1275
G,28,432,1296
H,1,471,662
H,2,479,684
H,3,487,706
H,4,494,728
H,5,500,750
H,6,505,772
H,7,510,794
H,8,514,816
H,9,518,838
H,10,520,860
H,11,523,882
H,12,524,904
H,13,525,926
H,14,526,948
H,15,526,1023
H,16,525,1045
H,17,524,1067
H,18,523,1089
H,19,520,1111
H,20,518,1133
H,21,514,1155
H,22,510,1177
H,23,505,1199
H,24,500,1221
H,25,494,1243
H,26,487,1265
H,27,479,1287
H,28,471,1309
I,1,431,465
I,2,443,486
I,3,454,507
I,4,465,528
I,5,475,549
I,6,484,570
I,7,493,591
I,8,502,612
I,9,510,633
I,10,518,654
I,11,525,675
I,12,531,696
I,13,537,717
I,14,543,738
I,15,547,759
I,16,552,780
I,17,556,801
I,18,559,822
I,19,562,843
I,20,564,864
I,21,566,885
I,22,567,906
I,23,568,927
I,24,569,948
I,25,569,1023
I,26,568,1044
I,27,567,1065
I,28,566,1086
I,29,564,1107
I,30,562,1128
I,31,559,1149
I,32,556,1170
I,33,552,1191
I,34,547,1212
I,35,543,1233
I,36,537,1254
I,37,531,1275
I,38,525,1296
I,39,518,1317
I,40,510,1338
I,41,502,1359
I,42,493,1380
I,43,484,1401
I,44,475,1422
I,45,465,1443
I,46,454,1464
I,47,443,1485
I,48,431,1506
J,1,467,444
J,2,477,462
J,3,487,480
J,4,496,498
J,5,505,516
J,6,513,534
J,7,521,552
J,8,529,570
J,9,537,588
J,10,544,606
J,11,550,624
J,12,556,642
J,13,562,660
J,14,568,678
J,15,573,696
J,16,578,714
J,17,583,732
J,18,587,750
J,19,591,768
J,20,594,786
J,21,597,804
J,22,600,822
J,23,602,840
J,24,604,858
J,25,606,876
J,26,607,894
J,27,608,912
J,28,608,930
J,29,609,948
J,30,609,1023
J,31,608,1041
J,32,608,1059
J,33,607,1077
J,34,606,1095
J,35,604,1113
J,36,602,1131
J,37,600,1149
J,38,597,1167
J,39,594,1185
J,40,591,1203
J,41,587,1221
J,42,583,1239
J,43,578,1257
J,44,573,1275
J,45,568,1293
J,46,562,1311
J,47,556,1329
J,48,550,1347
J,49,544,1365
J,50,537,1383
J,51,529,1401
J,52,521,1419
J,53,513,1437
J,54,505,1455
J,55,496,1473
J,56,487,1491
J,57,477,1509
J,58,467,1527
K,1,512,448
K,2,523,468
K,3,533,488
K,4,543,508
K,5,552,528
K,6,562,548
K,7,570,568
K,8,578,588
K,9,586,608
K,10,593,628
K,11,600,648
K,12,606,668
K,13,612,688
K,14,618,708
K,15,623,728
K,16,628,748
K,17,632,768
K,18,635,788
K,19,639,808
K,20,642,828
K,21,644,848
K,22,646,868
K,23,648,888
K,24,649,908
K,25,649,928
K,26,650,948
K,27,650,1023
K,28,649,1043
K,29,649,1063
K,30,648,1083
K,31,646,1103
K,32,644,1123
K,33,642,1143
K,34,639,1163
K,35,635,1183
K,36,632,1203
K,37,628,1223
K,38,623,1243
K,39,618,1263
K,40,612,1283
K,41,606,1303
K,42,600,1323
K,43,593,1343
K,44,586,1363
K,45,578,1383
K,46,570,1403
K,47,562,1423
K,48,552,1443
K,49,543,1463
K,50,533,1483
K,51,523,1503
K,52,512,1523
L,1,546,423
L,2,557,444
L,3,568,465
L,4,578,486
L,5,588,507
L,6,598,528
L,7,606,549
L,8,615,570
L,9,623,591
L,10,631,612
L,11,638,633
L,12,644,654
L,13,651,675
L,14,656,696
L,15,662,717
L,16,667,738
L,17,671,759
L,18,675,780
L,19,678,801
L,20,681,822
L,21,684,843
L,22,686,864
L,23,687,885
L,24,689,906
L,25,689,927
L,26,690,948
L,27,690,1023
L,28,689,1044
L,29,689,1065
L,30,687,1086
L,31,686,1107
L,32,684,1128
L,33,681,1149
L,34,678,1170
L,35,675,1191
L,36,671,1212
L,37,667,1233
L,38,662,1254
L,39,656,1275
L,40,651,1296
L,41,644,1317
L,42,638,1338
L,43,631,1359
L,44,623,1380
L,45,615,1401
L,46,606,1422
L,47,598,1443
L,48,588,1464
L,49,578,1485
L,50,568,1506
L,51,557,1527
L,52,546,1548
M,1,595,428
M,2,606,448
M,3,615,468
M,4,625,488
M,5,634,508
M,6,642,528
M,7,651,548
M,8,658,568
M,9,666,588
M,10,673,608
M,11,679,628
M,12,686,648
M,13,691,668
M,14,697,688
M,15,702,708
M,16,706,728
M,17,711,748
M,18,714,768
M,19,718,788
M,20,721,808
M,21,723,828
M,22,726,848
M,23,727,868
M,24,729,888
M,25,730,908
M,26,730,928
M,27,731,948
M,28,731,1023
M,29,730,1043
M,30,730,1063
M,31,729,1083
M,32,727,1103
M,33,726,1123
M,34,723,1143
M,35,721,1163
M,36,718,1183
M,37,714,1203
M,38,711,1223
M,39,706,1243
M,40,702,1263
M,41,697,1283
M,42,691,1303
M,43,686,1323
M,44,679,1343
M,45,673,1363
M,46,666,1383
M,47,658,1403
M,48,651,1423
M,49,642,1443
M,50,634,1463
M,51,625,1483
M,52,615,1503
M,53,606,1523
M,54,595,1543
N,1,629,416
N,2,639,435
N,3,649,454
N,4,658,473
N,5,667,492
N,6,675,511
N,7,683,530
N,8,691,549
N,9,699,568
N,10,706,587
N,11,712,606
N,12,718,625
N,13,724,644
N,14,730,663
N,15,735,682
N,16,740,701
N,17,745,720
N,18,749,739
N,19,753,758
N,20,756,777
N,21,759,796
N,22,762,815
N,23,764,834
N,24,766,853
N,25,768,872
N,26,769,891
N,27,770,910
N,28,770,929
N,29,771,948
N,30,771,1023
N,31,770,1042
N,32,770,1061
N,33,769,1080
N,34,768,1099
N,35,766,1118
N,36,764,1137
N,37,762,1156
N,38,759,1175
N,39,756,1194
N,40,753,1213
N,41,749,1232
N,42,745,1251
N,43,740,1270
N,44,735,1289
N,45,730,1308
N,46,724,1327
N,47,718,1346
N,48,712,1365
N,49,706,1384
N,50,699,1403
N,51,691,1422
N,52,683,1441
N,53,675,1460
N,54,667,1479
N,55,658,1498
N,56,649,1517
N,57,639,1536
N,58,629,1555
O,1,670,402
O,2,680,423
O,3,691,444
O,4,700,465
O,5,710,486
O,6,719,507
O,7,728,528
O,8,736,549
O,9,743,570
O,10,751,591
O,11,758,612
O,12,764,633
O,13,770,654
O,14,776,675
O,15,781,696
O,16,786,717
O,17,791,738
O,18,794,759
O,19,798,780
O,20,801,801
O,21,804,822
O,22,806,843
O,23,808,864
O,24,810,885
O,25,811,906
O,26,811,927
O,27,812,948
O,28,812,1023
O,29,811,1044
O,30,811,1065
O,31,810,1086
O,32,808,1107
O,33,806,1128
O,34,804,1149
O,35,801,1170
O,36,798,1191
O,37,794,1212
O,38,791,1233
O,39,786,1254
O,40,781,1275
O,41,776,1296
O,42,770,1317
O,43,764,1338
O,44,758,1359
O,45,751,1380
O,46,743,1401
O,47,736,1422
O,48,728,1443
O,49,719,1464
O,50,710,1485
O,51,700,1506
O,52,691,1527
O,53,680,1548
O,54,670,1569
P,1,706,381
P,2,716,402
P,3,727,423
P,4,736,444
P,5,746,465
P,6,755,486
P,7,763,507
P,8,772,528
P,9,779,549
P,10,787,570
P,11,794,591
P,12,800,612
P,13,807,633
P,14,812,654
P,15,818,675
P,16,823,696
P,17,827,717
P,18,832,738
P,19,835,759
P,20,839,780
P,21,842,801
P,22,844,822
P,23,847,843
P,24,848,864
P,25,850,885
P,26,851,906
P,27,851,927
P,28,852,948
P,29,852,1023
P,30,851,1043
P,31,851,1063
P,32,850,1083
P,33,849,1103
P,34,847,1123
P,35,845,1143
P,36,843,1163
P,37,840,1183
P,38,837,1203
P,39,834,1223
P,40,830,1243
P,41,826,1263
P,42,821,1283
P,43,816,1303
P,44,811,1323
P,45,805,1343
P,46,799,1363
Q,1,754,381
Q,2,764,402
Q,3,774,423
Q,4,783,444
Q,5,792,465
Q,6,801,486
Q,7,809,507
Q,8,817,528
Q,9,824,549
Q,10,831,570
Q,11,838,591
Q,12,844,612
Q,13,850,633
Q,14,855,654
Q,15,860,675
Q,16,865,696
Q,17,870,717
Q,18,874,738
Q,19,877,759
Q,20,880,780
Q,21,883,801
Q,22,886,822
Q,23,888,843
Q,24,889,864
Q,25,891,885
Q,26,892,906
Q,27,892,927
Q,28,893,948
Q,29,893,1023
Q,30,892,1044
Q,31,892,1065
Q,32,891,1086
Q,33,889,1107
Q,34,888,1128
Q,35,886,1149
Q,36,883,1170
Q,37,880,1191
Q,38,877,1212
Q,39,874,1233
Q,40,870,1254
Q,41,865,1275
Q,42,860,1296
Q,43,855,1317
Q,44,850,1338
Q,45,844,1359
Q,46,838,1380
R,1,788,359
R,2,798,378
R,3,806,397
R,4,815,416
R,5,823,435
R,6,831,454
R,7,839,473
R,8,846,492
R,9,853,511
R,10,860,530
R,11,866,549
R,12,873,568
R,13,878,587
R,14,884,606
R,15,889,625
R,16,894,644
R,17,899,663
R,18,903,682
R,19,907,701
R,20,911,720
R,21,914,739
R,22,918,758
R,23,920,777
R,24,923,796
R,25,925,815
R,26,927,834
R,27,929,853
R,28,930,872
R,29,931,891
R,30,932,910
R,31,932,929
R,32,933,948
R,33,933,1023
R,34,932,1043
R,35,932,1063
R,36,931,1083
R,37,930,1103
R,38,928,1123
R,39,926,1143
R,40,924,1163
R,41,922,1183
R,42,919,1203
R,43,916,1223
R,44,912,1243
R,45,908,1263
R,46,904,1283
R,47,899,1303
R,48,894,1323
R,49,889,1343
R,50,883,1363
R,51,877,1383
S,1,835,381
S,2,845,402
S,3,855,423
S,4,864,444
S,5,873,465
S,6,882,486
S,7,890,507
S,8,898,528
S,9,905,549
S,10,912,570
S,11,919,591
S,12,925,612
S,13,931,633
S,14,936,654
S,15,941,675
S,16,946,696
S,17,951,717
S,18,955,738
S,19,958,759
S,20,961,780
S,21,964,801
S,22,967,822
S,23,969,843
S,24,970,864
S,25,972,885
S,26,973,906
S,27,973,927
S,28,974,948
S,29,974,1023
S,30,973,1044
S,31,973,1065
S,32,972,1086
S,33,970,1107
S,34,969,1128
S,35,967,1149
S,36,964,1170
S,37,961,1191
S,38,958,1212
S,39,955,1233
S,40,951,1254
S,41,946,1275
S,42,941,1296
S,43,936,1317
S,44,931,1338
S,45,925,1359
S,46,919,1380
S,47,912,1401
T,1,879,368
T,2,888,388
T,3,897,408
T,4,905,428
T,5,914,448
T,6,921,468
T,7,929,488
T,8,936,508
T,9,943,528
T,10,950,548
T,11,956,568
T,12,962,588
T,13,967,608
T,14,973,628
T,15,978,648
T,16,982,668
T,17,986,688
T,18,990,708
T,19,994,728
T,20,998,748
T,21,1001,768
T,22,1003,788
T,23,1006,808
T,24,1008,828
T,25,1010,848
T,26,1011,868
T,27,1012,888
T,28,1013,908
T,29,1013,928
T,30,1014,948
T,31,1014,1023
T,32,1013,1043
T,33,1013,1063
T,34,1012,1083
T,35,1011,1103
T,36,1010,1123
T,37,1008,1143
T,38,1006,1163
T,39,1003,1183
T,40,1001,1203
T,41,998,1223
T,42,994,1243
T,43,990,1263
T,44,986,1283
T,45,982,1303
T,46,978,1323
T,47,973,1343
T,48,967,1363
T,49,962,1383
T,50,956,1403
T,51,950,1423
T,52,943,1443
T,53,936,1463
T,54,929,1483
T,55,921,1503
T,56,914,1523
T,57,905,1543
T,58,897,1563
T,59,888,1583
T,60,879,1603
U,1,929,360
U,2,938,381
U,3,946,402
U,4,955,423
U,5,962,444
U,6,970,465
U,7,977,486
U,8,984,507
U,9,991,528
U,10,997,549
U,11,1003,570
U,12,1008,591
U,13,1014,612
U,14,1019,633
U,15,1023,654
U,16,1027,675
U,17,1031,696
U,18,1035,717
U,19,1039,738
U,20,1042,759
U,21,1044,780
U,22,1047,801
U,23,1049,822
U,24,1051,843
U,25,1052,864
U,26,1053,885
U,27,1054,906
U,28,1054,927
U,29,1055,948
U,30,1055,1023
U,31,1054,1044
U,32,1054,1065
U,33,1053,1086
U,34,1052,1107
U,35,1051,1128
U,36,1049,1149
U,37,1047,1170
U,38,1044,1191
U,39,1042,1212
U,40,1039,1233
U,41,1035,1254
U,42,1031,1275
U,43,1027,1296
U,44,1023,1317
U,45,1019,1338
U,46,1014,1359
U,47,1008,1380
U,48,1003,1401
U,49,997,1422
U,50,991,1443
U,51,984,1464
U,52,977,1485
U,53,970,1506
U,54,962,1527
U,55,955,1548
U,56,946,1569
U,57,938,1590
U,58,929,1611
V,1,960,348
V,2,968,368
V,3,977,388
V,4,985,408
V,5,993,428
V,6,1001,448
V,7,1008,468
V,8,1015,488
V,9,1022,508
V,10,1028,528
V,11,1035,548
V,12,1040,568
V,13,1046,588
V,14,1051,608
V,15,1056,628
V,16,1061,648
V,17,1065,668
V,18,1069,688
V,19,1073,708
V,20,1076,728
V,21,1080,748
V,22,1082,768
V,23,1085,788
V,24,1087,808
V,25,1089,828
V,26,1091,848
V,27,1092,868
V,28,1093,888
V,29,1094,908
V,30,1094,928
V,31,1095,948
V,32,1095,1023
V,33,1094,1043
V,34,1094,1063
V,35,1093,1083
V,36,1092,1103
V,37,1091,1123
V,38,1089,1143
V,39,1087,1163
V,40,1085,1183
V,41,1082,1203
V,42,1080,1223
V,43,1076,1243
V,44,1073,1263
V,45,1069,1283
V,46,1065,1303
V,47,1061,1323
V,48,1056,1343
V,49,1051,1363
V,50,1046,1383
V,51,1040,1403
V,52,1035,1423
V,53,1028,1443
V,54,1022,1463
V,55,1015,1483
V,56,1008,1503
V,57,1001,1523
V,58,993,1543
V,59,985,1563
V,60,977,1583
V,61,968,1603
V,62,960,1623
W,1,1002,360
W,2,1012,381
W,3,1021,402
W,4,1029,423
W,5,1038,444
W,6,1046,465
W,7,1053,486
W,8,1061,507
W,9,1068,528
W,10,1074,549
W,11,1080,570
W,12,1086,591
W,13,1092,612
W,14,1097,633
W,15,1102,654
W,16,1107,675
W,17,1111,696
W,18,1115,717
W,19,1119,738
W,20,1122,759
W,21,1125,780
W,22,1127,801
W,23,1129,822
W,24,1131,843
W,25,1133,864
W,26,1134,885
W,27,1135,906
W,28,1135,927
W,29,1136,948
W,30,1136,1023
W,31,1135,1044
W,32,1135,1065
W,33,1134,1086
W,34,1133,1107
W,35,1131,1128
W,36,1129,1149
W,37,1127,1170
W,38,1125,1191
W,39,1122,1212
W,40,1119,1233
W,41,1115,1254
W,42,1111,1275
W,43,1107,1296
W,44,1102,1317
W,45,1097,1338
W,46,1092,1359
W,47,1086,1380
W,48,1080,1401
W,49,1074,1422
W,50,1068,1443
W,51,1061,1464
W,52,1053,1485
W,53,1046,1506
W,54,1038,1527
W,55,1029,1548
W,56,1021,1569
W,57,1012,1590
W,58,1002,1611
X,1,1050,360
X,2,1059,381
X,3,1067,402
X,4,1076,423
X,5,1083,444
X,6,1091,465
X,7,1098,486
X,8,1105,507
X,9,1112,528
X,10,1118,549
X,11,1124,570
X,12,1129,591
X,13,1135,612
X,14,1140,633
X,15,1144,654
X,16,1148,675
X,17,1152,696
X,18,1156,717
X,19,1160,738
X,20,1163,759
X,21,1165,780
X,22,1168,801
X,23,1170,822
X,24,1172,843
X,25,1173,864
X,26,1174,885
X,27,1175,906
X,28,1175,927
X,29,1176,948
X,30,1176,1023
X,31,1175,1044
X,32,1175,1065
X,33,1174,1086
X,34,1173,1107
X,35,1172,1128
X,36,1170,1149
X,37,1168,1170
X,38,1165,1191
X,39,1163,1212
X,40,1160,1233
X,41,1156,1254
X,42,1152,1275
X,43,1148,1296
X,44,1144,1317
X,45,1140,1338
X,46,1135,1359
X,47,1129,1380
X,48,1124,1401
X,49,1118,1422
X,50,1112,1443
X,51,1105,1464
X,52,1098,1485
X,53,1091,1506
X,54,1083,1527
X,55,1076,1548
X,56,1067,1569
X,57,1059,1590
X,58,1050,1611
Y,1,1099,360
Y,2,1107,381
Y,3,1115,402
Y,4,1123,423
Y,5,1130,444
Y,6,1137,465
Y,7,1144,486
Y,8,1150,507
Y,9,1157,528
Y,10,1162,549
Y,11,1168,570
Y,12,1173,591
Y,13,1178,612
Y,14,1183,633
Y,15,1187,654
Y,16,1191,675
Y,17,1195,696
Y,18,1198,717
Y,19,1202,738
Y,20,1204,759
Y,21,1207,780
Y,22,1209,801
Y,23,1211,822
Y,24,1213,843
Y,25,1214,864
Y,26,1215,885
Y,27,1216,906
Y,28,1216,927
Y,29,1217,948
Y,30,1217,1023
Y,31,1216,1044
Y,32,1216,1065
Y,33,1215,1086
Y,34,1214,1107
Y,35,1213,1128
Y,36,1211,1149
Y,37,1209,1170
Y,38,1207,1191
Y,39,1204,1212
Y,40,1202,1233
Y,41,1198,1254
Y,42,1195,1275
Y,43,1191,1296
Y,44,1187,1317
Y,45,1183,1338
Y,46,1178,1359
Y,47,1173,1380
Y,48,1168,1401
Y,49,1162,1422
Y,50,1157,1443
Y,51,1150,1464
Y,52,1144,1485
Y,53,1137,1506
Y,54,1130,1527
Y,55,1123,1548
Y,56,1115,1569
Y,57,1107,1590
Y,58,1099,1611
Z,1,1139,352
Z,2,1147,372
Z,3,1155,392
Z,4,1163,412
Z,5,1170,432
Z,6,1177,452
Z,7,1184,472
Z,8,1190,492
Z,9,1197,512
Z,10,1202,532
Z,11,1208,552
Z,12,1213,572
Z,13,1218,592
Z,14,1223,612
Z,15,1227,632
Z,16,1231,652
Z,17,1235,672
Z,18,1238,692
Z,19,1242,712
Z,20,1244,732
Z,21,1247,752
Z,22,1249,772
Z,23,1251,792
Z,24,1253,812
Z,25,1254,832
Z,26,1255,852
Z,27,1256,872
Z,28,1256,892
Z,29,1257,912
Z,30,1257,1059
Z,31,1256,1079
Z,32,1256,1099
Z,33,1255,1119
Z,34,1254,1139
Z,35,1253,1159
Z,36,1251,1179
Z,37,1249,1199
Z,38,1247,1219
Z,39,1244,1239
Z,40,1242,1259
Z,41,1238,1279
Z,42,1235,1299
Z,43,1231,1319
Z,44,1227,1339
Z,45,1223,1359
Z,46,1218,1379
Z,47,1213,1399
Z,48,1208,1419
Z,49,1202,1439
Z,50,1197,1459
Z,51,1190,1479
Z,52,1184,1499
Z,53,1177,1519
Z,54,1170,1539
Z,55,1163,1559
Z,56,1155,1579
Z,57,1147,1599
Z,58,1139,1619
